title,author,abstract
"Nanopore Sequencing of Microbial Communities from the Asarco East Helena, Montana Smelter Site","Shefelbine, Lucas; McWade, Molly; Lohr, Kelsyn; Schultz, Brooklynn; Beck, Ashley","Lead pollution has extremely negative effects on both the environment and the organisms living in it. The work done in this project serves to demonstrate the effects of the East Helena smelting operation on the microbiome of the soil in the area, as well as the effects of subsequent soil remediation efforts. The smelting operation and its pollutants have drastically impacted the area, as seen by the EPA’s designation of the area as a Superfund site. We hypothesized that the soil’s microbiome has been affected as well, both in species variation and population. Soil samples were procured from different locations around the East Helena smelter site varying in remediation levels. Microbial DNA was extracted from the samples, and a Nanopore sequencer was used to sequence the DNA and identify the microbial taxa present in each sample. From an analysis of the microbial community composition data, we were able to understand the patterns of different species and populations present in the soil. By gathering soil samples and microbiome data from locations at various positions and stages of remediation around the smelting site, the goal was to determine the impacts of both pollution and soil remediation on the microbiome of the area. "
"Why Our Education Is “Not for School, but for Life”","Radosevich, Megan; Smillie, Mark","In recent years liberal arts education has faced great resistance on the grounds that this type of education is neither a wise investment nor relevant for modern times. These claims are failing to consider the genuine intrinsic value that transcends these worries. For this presentation I will defend a liberal arts education and argue that the benefit of obtaining a liberal arts education holds comprehensive value for all members of society. My research includes the thoughts of figures such as Aristotle, Cardinal John Henry Newman, and other modern and contemporary sources. This presentation provides a brief history of the liberal arts, outlines the purpose of a liberal arts education, and responds to a modern critique from Jean-Jacques Rousseau alongside other contemporary critiques of the value of this education. "
"Discovering Potential Biomarkers for Osteoarthritis, Gouty Arthritis, and Rheumatoid Arthritis","McCleary, Haily; Stevens, Ellie; Hahn, Alyssa","In the United States alone, 24% of adults have arthritis, which include many different types. The three most common forms of arthritis are osteoarthritis (OA), gouty arthritis (gout), and rheumatoid arthritis (RA). Despite having different pathologies, the main symptoms of all types include pain, aching, stiffness, and swelling of joints. There are no cures for OA, gout, or RA, so treatment is based on symptom management, with more targeted and beneficial treatment being introduced early into disease progression. The diagnostic process for all three disease states is complex, and there is a need to find effective diagnostic markers for early detection. This research examines the use of metabolomics to analyze metabolite levels and intermediates in metabolic pathways in order to find potential biomarkers indicative of their respective disease and provide early and more concise diagnosis. In our experiment, we will extract metabolites from synovial fluid samples and analyze them using Liquid Chromatography-Mass Spectrometry to identify possible biomarkers that would help early diagnosis of arthritis. After metabolite extraction, the raw data will be analyzed using the online data analysis site Metaboanalyst. Using Metaboanalyst. We will construct multiple statistical plots to compare osteoarthritis, gouty arthritis, and rheumatoid arthritis on a molecular level. Our goal is to find unique metabolic pathways affected by each type of arthritis, and to confirm potential biomarkers that could help diagnose each type of arthritis earlier. We hypothesize that rheumatoid arthritis will appear the most different due to the role the immune system plays, but ultimately, we expect to see unique metabolites and affected metabolic pathways in each type of arthritis. "
The Role of Sex Education in Victim Blaming,"Holmes, Bray; Dolan, Jamie; Roncalli, Elvira","Throughout different parts of the United States, there is a large variety of sex education. It can range from abstinence to full comprehensive plus sex education. A major downfall for the majority of the sex education tactics used in the United States is failing to discuss consent and open communication, two things that are important in every other aspect of our lives. A recent study from Missouri State (May 2021) may suggest that abstinence sex education may result in more judgemental views on victim-blaming and rape culture. It is important to learn the most effective way for sex education to reduce the amount of stigma around the topic. Through this research, I have identified ways that Carroll College can educate and progress on this issue as well as looked at literature from feminist authors to gain insight on possible solutions. "
Metabolic Profiles of Synovial Fluid and Platelet-Poor Plasma by Osteoarthritic Grade,"Houske, Eden; Marcham, Michael; Hahn, Alyssa","Osteoarthritis (OA) is a chronic degenerative synovial joint and bone disease characterized by articular cartilage degradation and affecting nearly 654.1 million adults worldwide. It is currently diagnosed and graded using radiologic imaging, which primarily relies on physicians' subjective interpretations of the radiographs. This is at times inconsistent across the medical field and proves problematic in accurately assessing the state of disease. The primary aim of this study is to compare the metabolic profiles of synovial fluid (SF) and platelet poor plasma across different grades of OA in order to identify biomarkers that can be used to accurately ascertain the severity of OA. Understanding how local (SF) and systemic (blood plasma) responses to stress vary on a metabolic level could aid in developing a form of plasma based diagnosis that is more objective than radiography and less invasive than acquiring synovial fluid. Detecting biomarkers in blood plasma allows for quick metabolic analysis that can be used to diagnose OA in its earlier stages, leading to a positive patient prognosis. Early and late OA (n=2) synovial fluids will be analyzed by liquid chromatography mass spectrometry (LC-MS) to measure global metabolic changes. Platelet poor plasma from individuals with early and late OA (n=2) will be assessed as well. Comparisons between early OA (grades II-III), and late OA (grades III+) synovial fluids and blood plasma samples will be analyzed to assess characteristics of each stage of disease progression both locally and systemically. "
Postpartum Depression in Black Women: Exploring Health Inequity,"Wieland, Emma; Zike, Mira; Burkholder, Stephanie; Kukulski, Melissa","According to the Centers for Disease Control & Prevention (2021), racial and ethnic minority groups in the US experience higher rates of illness and death across a wide range of health conditions. More succinctly, some scholars have noted that ""being Black is bad for your health"" (Williams, 2016). Black women are 2 to 3 times as likely to die from a pregnancy-related cause than white women (CDC, 2020). A major maternal concern for Black women is postpartum depression. Postpartum depression affects 1 in 8 women of any race (CDC, 2021). Postpartum depression is a type of depression experienced by the mother after the birth of her child. It is much more severe and lasts longer than the more common “baby blues” (Mayo Clinic, 2018). The purpose of this Evidence-Based Practice review is to shed light on racial disparities that exist among postpartum depression rates of Black women when compared to women of other races. This problem must be recognized before attempting to discuss how to fix this health disparity. Nurses or other healthcare professionals can use this information to become aware of health inequality between races and potential bias in the healthcare system. By illuminating postpartum depression rates in Black women, nurses will have a better understanding of the gaps in healthcare for people of color and will take into practice the importance of screening all women for postpartum depression. "
A Virtue Ethics Argument for Music Education,"Montowski, Claire; Glowienka, Edward","Ethics and music are fields that may appear to have nothing in common, one is involved in the expression of emotion, while the other is ordered towards doing the good. Despite initially seeming very different these fields have been paired together for thousands of years. The ancient philosophers Aristotle and Confucius both saw music as having an important impact on building character. The lead singer of U2, Bono, ostensibly, agrees with these ancient philosophers having once professed, “Music can change the world because it can change people.” However, unlike famous rockstars, more recent philosophers deny music as having the ability to change people, challenging the thoughts of Aristotle, Confucius, and Bono. I argue for the value of music beyond the aesthetic. Using the framework of virtue ethics, I argue that music has value for a musician as learning an instrument increases practical wisdom and helps build the virtue of mildness. "
Developing a New Class of Antibiotics: The Oxadiazoles,"Houske, Eden; Blote, Emily; Doyle, Sophia; Hitt, David","Bacterial antibiotic resistance is a significant issue that has persisted in healthcare due to bacteria's fast mutation rates which constantly drives the need for new therapeutic drugs. This includes the synthesis of novel antibiotics that hold promise in interfering with bacterial mechanisms of resistance (e.g. mutation). Recently, the synthesis of oxadiazole derivatives has been a specific area of interest as these non-B-lactam antibiotics appear to be strong candidates. In 2014, researchers reported a series of 1,2,4-oxadiazole antibiotics that were discovered through in silico screening in which a variety of structures were docked computationally to a protein target associated with bacterial resistance. After an initial oxadiazole structure showed promise, further synthetic refinement of the core structure resulted in a series of active antibiotic compounds of varying substitution. Although numerous candidates have been successfully synthesized previously, there is a lack of derivatives with varying substitution patterns on the phenyl rings, which may prove beneficial to increasing the potency of the oxadiazole-based compounds. Therefore, the aim of this study is to synthesize novel oxadiazole compounds that provide variations on the phenyl rings substituting the 3 and 5 positions of the 1,2,4-oxadiazole ring. These compounds could subsequently be tested for their antibiotic potencies to determine which structures are most effective in preventing bacterial proliferation. Thus far, a reported oxadiazole has been successfully synthesized in our lab, which will serve as a control. To date, several novel oxadiazoles not reported previously are one reaction away from the desired antibiotic form. "
The Analysis of the Ebony Gene in Culex tarsalis Across the Major Drainages of Montana,"Antonioli, Nathaniel; Hokit, David; Otto-Hitt, Stephanie","Many species have natural variations. One of the most obvious is in their color or pigmentation. Culex tarsalis is a vector for the virus known as West Nile Virus. This species of mosquito is found across the state of Montana. The environments that this mosquito inhabits are also quite varied ranging from swamps, wetlands, lakes, and prairie springs. The environments offer various selective pressures that may select for different color variations within the species. To determine if any are distinct, RNA gene templates were extracted from various drainages across the state and were quantified via PCR. The gene being quantified was the ebony gene and the control was the quantification of the actin gene. The values were then normalized and statistical analysis was performed to determine whether or not any of the drainages differed significantly. The significantly different drainages and populations were noted and possible reasons for the differences were explored. These populations may be distinct due to the active selective pressure against other color variations which inhibits gene flow from populations with a different color type. These populations can then be targeted for experiments to determine a more accurate means of observing gene flow for Culex tarsalis across Montana. "
Impact of Seizure Alert Dogs in Epilepsy,"Braden, Bridget; O'Brien, Molly; Bell, Katherine; Kukulski, Melissa; Burkholder, Stephanie","Epilepsy, a seizure disorder, is characterized by a disruption of electrical activity in the brain. Most commonly, epilepsy is diagnosed after a person has two or more seizures (Shafer, 2013). Worldwide 65 million people have epilepsy, 3.4 million of which are in the United States; 150,000 people are added to that number every year (Shafer, 2013). “One-third … of people with epilepsy … live with uncontrollable seizures because no available treatment works for them” (Shafer, 2013). Seizure Alert dogs (SADs) are certified service animals under the federal law that detect when a person is going to have a seizure and notify them before the seizure occurs (Epilepsy Foundation, 2007). The seizure alert dogs can also be trained to assist during and after the seizure by staying “close to their companions for the duration of the seizure, as well as fetch medications, a telephone or caretaker” (Epilepsy Foundation, 2007). The purpose of this Evidence-Based Practice review is to determine the effectiveness of seizure alert dogs (SAD) in reducing the frequency of seizures in those diagnosed with epilepsy. Healthcare providers can educate patients about alternatives to medical seizure therapy and can advocate for patients to own a SAD to improve patient outcomes and quality of life for patients with epilepsy. "
Metabolomic Profile Comparison of Osteoarthritic and Traumatically Injured Synovial Joints,"Nowlen, Maycee; Short, Samantha; Hahn, Alyssa","The widespread prevalence of degenerative joint diseases, such as osteoarthritis, characterized as a leading cause of disability, affects thousands of people around the world. Post-traumatic arthritis is a joint condition following joint injuries such as fractures or dislocations. The risk of developing arthritis is higher for people who have suffered an injury to their joints than for those who have never experienced such an injury. The exact mechanisms causing joint degradation remain unknown. Recent studies have applied metabolomics to the study of OA, and several metabolism-related pathways, as well as specific metabolic markers, have been identified as contributing factors. Although OA and post-traumatic OA are common across the world and have been extensively studied, only a partial understanding exists of the metabolites responsible for both. . In this study, 13 different patients' synovial fluid samples will be collected. Seven contain the osteoarthritis pathology, one is from a joint that has undergone traumatic injury, and five are healthy control samples. By comparing the synovial fluid of the two experimental categories to controls, this study aims to identify possible differences and similarities in metabolite characteristics and populations in the biofluid. A LC-MS analysis will be performed on the samples and metabolite features that distinguish between cohorts will be identified using univariate and multivariate statistical methods. The study will employ pathway enrichment analyses to identify metabolic pathways impacted by injury and osteoarthritis. Biomarkers explored in this research may help diagnose OA and detect early symptoms associated with OA after a traumatic injury. "
Examining Love and Marriage through Their Eyes Were Watching God and The Canterbury Tales,"Williams, Nicole; Street, Alex","Though they were written centuries apart, Geoffrey Chaucer’s The Canterbury Tales and Zora Neale Hurston’s Their Eyes Were Watching God share some important insights into the nature of romantic love. In particular, these stories portray the complicated nature of love and marriage in a women’s life. While characters like Hurston’s Janie Crawford and the Wife of Bath desire romance, they also struggle with the constraints that marriage often places on women. The Wife of Bath claims in her prologue that she wishes to have complete control over her husbands, but the theme of her tale seems to expose her desire for romantic love, as well as a (perhaps unconscious) belief that women must submit to the will of their husbands in order to be happy. The role that submission plays in the lives of women is explored in depth in Hurston’s novel, and the protagonist Janie is forced to put aside her own thoughts and desires in order to properly play the role of wife. However, Janie and Teacake’s marriage as well the relationship featured in The Franklin’s Tale showcase relationships in which these issues of autonomy and self actualization, while still somewhat present, are mostly mitigated by a focus on genuine love and connection as well as some form of mutual equality between lovers. This presentation seeks to explore the complex relationship between love and self-actualization, understanding that marriage can often hinder a woman’s autonomy while also acknowledging the important role that romantic connections play in self-fulfillment. "
Food Insecurity and Cardiovascular Disease,"Gabocy, Taylor; Ivovic, Kylie; Liday, Sam; Kukulski, Melissa; Burkholder, Stephanie","Cardiovascular disease (CVD) has been shown to be more prominent in individuals who are food insecure as compared to those who are food secure (Chang et al., 2021). According to the U.S. Department of Agriculture in 2021, food insecurity is defined as living without reliable and consistent access to a sufficient quantity of affordable, nutritious food for every person in a household to live an active, healthy life. This can be a temporary situation for a household or can be continuous throughout the year. More than 38 million people, including 12 million children, experience food insecurity in the United States (Martin, 2021). Mayo Clinic defines heart disease as a range of conditions affecting the heart including blood vessel disease (coronary artery disease), heart rhythm problems, congenital heart defects, heart valve disease, disease of the heart muscle, and heart infection. The purpose of this Evidence-Based Practice review is to examine how being food insecure can directly impact the risk of developing or worsening CVD in adults, as compared to individuals who are food secure. Accordingly, “among the 18,442 (8.2%) adults with atherosclerosis [a type of cardiovascular disease], about 1 in 7 reported being food insecure. Adults with atherosclerosis are more likely to earn a low income and experience food insecurity than those without the condition” (Chang et al., 2021). This research is important because CVD affects a significant proportion of the population, and finding ways to decrease the onset and mortality of CVD is key. "
The Effects of Water Fountain Filter Status on Microbial Diversity,"Held, Benjamin; Doyle, Sophia; Durocher, Whitney; Zebarth, Dawson; Beck, Ashley","In light of the COVID-19 pandemic, individuals have become exceedingly health-conscious. When in public, water fountains such as the Elkay ezH2O have allowed accessibility to filtered water that supposedly minimizes harmful pathogens as well as chemicals. The objective of this experiment was to determine whether the color of the filter status on Elkay ezH2O water fountains makes a difference in microbial diversity in drinking water on campus. After collecting water samples from one green filter status (healthy) and four red filter status (needs replacement) fountains across Carroll College campus, the microbial DNA of each sample was extracted and amplified. Additionally, wastewater was used as a control to compare to the water fountain samples. The microbiome of each fountain and the control was analyzed using Nanopore sequencing, which provided an in depth analysis of the community composition present in the water samples. Based on the results of the microbiome, a comparison between the red and green status water fountains was performed to determine the necessity and effectiveness of new filters on the water fountains around Carroll College. "
What Can Love Accomplish?: The Constructive and Destructive Impacts of Love on the Self in Their Eyes Were Watching God and King Lear,"Gnoyski, Alyssa; Street, Alex","Their Eyes Were Watching God and King Lear display many different types of love. While King Lear explores familial love, Their Eyes Were Watching God delves into romantic love. As Janie pursues her romantic interests in Their Eyes Were Watching God, she discovers an overwhelming love for Tea Cake. Believing she has reached the realization of her deepest desires, Janie finds herself mistaken when the relationship fails. Yet, in the aftermath, she blossoms into a new individual, at which point she reaches happiness. On the other hand, King Lear follows the gradual deterioration of fathers Lear and Gloucester as their relationships with their children are riddled with betrayal. Disowning the only daughter who loves him and suffering from the traitorous acts of his other two daughters, Lear slowly sinks into madness. Likewise, Gloucester betrays the loving loyalties of his son Edgar in exchange for his manipulative son Edmund and dies as a result of the betrayal. Love and the betrayal of love, as seen within both works, ultimately cause a transformation of the individual. While love achieves individual maturation, it always contains the associated risk of betrayal, which (if strong enough) brings about the opposite effect. In Janie’s case, relational love functions as a rebirth and serves to accomplish personal growth; yet, for Lear and Gloucester, relational love is largely synonymous with destruction, for the betrayals that arise from their loving relations override the love doted upon them and break them down until there is nothing left. "
"The ""Othering"": The Impact of Societal Normativity on Exclusion and Oppression","Neuhaus, Katelyn; Dolan, Jamie; Roncalli, Elvira","In many places around the world where there has been an interest in studying women and gender roles, including in the United States, there has been a concerted effort to withdraw support for continued research and eliminate Gender Studies altogether. Tensions are on the rise and violence is breaking out as many religious and conservative factions are fighting abolish civil rights, reproductive and bodily autonomy rights for women, the rights of LGBTQ+ persons, robust and relevant public education where it differs from conservative–often religiously–based ideology especially on topics of ethnic studies and sexual education, and any other topic considered taboo by the vocal minority. The current social climate perpetuates societal “othering”, widening the gap between social groups. There exists division between those who are fighting to maintain patriarchal order, in which traditional gender roles are protected and alternative lifestyles are viewed as a threat to the natural order, and those who promote inclusivity and equal rights. My goal with this SURF project is to consider the impact of societal normativity and political and religious beliefs in the creation of an “othering” as it relates to the perpetuation of a climate of exclusion and oppression. I will incorporate personal experiences, including my own familial story and the impact of societal norms and opinions that create a climate of exclusion and oppression. I will consider the works of Simone De Beauvior, Adriene Rich, Judith Butler and Bell Hooks, in addition to outside sources and my personal testimony. "
Education for Healthcare Professionals on Screening for Child Abuse,"Russell, Anna; McCarthy, Taya; Kukulski, Melissa; Burkholder, Stephanie","Child abuse and maltreatment affect approximately 1 in 7 children across the United States which, according to the CDC, is likely an underestimate (CDC, 2021). Child maltreatment can include physical, sexual, and emotional abuse, as well as neglect. Neglect is defined as “failure to meet a child’s basic physical and emotional needs,” such as, housing, food, and access to medical care (CDC, 2021). These adverse childhood experiences do not only have immediate physical effects, but long term psychological and emotional effects such as depression, attention deficit disorder, and drug and alcohol use (Dinpanah & Akbarzadeh Pasha, 2017). Consistent screening for child abuse is imperative to ensure early identification. Insufficient knowledge of injuries consistent with abuse, lack of a standardized screening protocol, and impaired confidence in administering screening tools lead to healthcare providers simply not performing screenings. Research shows that “if abuse goes undetected at the initial presentation, the abused child has a 35% to 50% chance of experiencing recurrent abuse and a 10% to 30% chance of eventual death from that abuse” (Carson, 2018, p. 577). The purpose of this evidence based review is to examine the relationship between education for healthcare professionals about screening for child abuse and how it improves their confidence in performing the screening. Nurses and other healthcare professionals are mandatory reporters, so education on performing screenings and detecting child abuse is necessary for protecting these vulnerable populations. "
"The Application ""Skill Gauge""","Bushnell, Matthew; Wendt, Theodore","For this project I created a mobile application based around the idea of taking basic human skills (reaction time, mental calculation speed, memory, etc.) and creating mini games that attempt to test and train these skills. The data from each individual user and their performance is then stored in a database. The user will be able to view their own statistics and what percentile they are in for each specific skill. Models are built based on the collected data to predict learning speed and view patterns in the data. In this presentation, I discuss the app design, initial data findings, and plans for future development. "
Improving City of Helena Time Leave Process,"Rodriguez, Javier; Merz, Matthew; Long, Karissa; Bloy, Rory; Lynch, Hunter; Todd, John; Dimian, Adel","The City of Helena is struggling with timesheet management issues as it deals with the complexity of city policy and governance. Our team is using Six Sigma Methodology to understand the core variables in their leave tracking process that lead to negative outcomes, such as incorrect payroll and unrecorded leave. Specifically, we use the D-M-A-I-C stages of Six Sigma process improvement to identify the key variables that drive HR and payroll performance. The team applies statistical analysis to these critical variables to prove significance and impact of the ones that contribute the most to the problem faced, thus allowing improvement ideas to be targeted, measured, and controlled. By using the Six Sigma methodology, the team expects to significantly reduce the costs that the city of Helena faces in terms of time and resources not efficiently allocated. "
The Possibility of Improvement of the Human Condition: Exploring the Works of Karl Marx and T. S. Eliot,"Rodriguez, Javier; Street, Alex","In this presentation, I will explore two different views about the concept of progress to define the role of progress and find what is the most appropriate approach of progress for humans. Karl Marx explains in The Communist Manifesto that progress is reached through class struggle, just like everything else regarding social issues has changed throughout human history. T.S. Eliot in his poem The Waste Land goes another direction, approaching the degradation of human condition after WWI, and although progress is not explicitly mentioned in the poem, the effects of the ruthless pursuit of it can be perceived. While both authors acknowledge that there can be setbacks and even regression instead of progress, they differ on the possibility of positive outcomes in the human pursuit of progress. Marx envisions a future with endless possibilities to those proletarians that join the class struggle to progress in their rights. On the other hand, Eliot has a much more pessimistic approach of any human quest for significant improvement on any area. The relevance of this topic is on the fact that there might be a possible equilibrium that allows humanity to continue our quest for progress safely with a minimal amount of risk taken in the fact that a certain invention can be used for evil instead of good. "
Quality of Life in Organ Transplant Patients,"Conrad, Hannah; Groshong, Olivia; Kukulski, Melissa; Burkholder, Stephanie","Solid organ transplants (SOT) are often the only life saving or quality of life (QOL)-improvement measures that can be taken for patients with end-stage diseases. According to the National Council for Biotechnology Information (NCBI), a solid organ transplant is defined as “a treatment, not a cure, for end-stage organ failure of the kidney, liver, pancreas, heart, and lung” (2018). The World Health Organization (WHO) defines QOL as ""an individual's perception of their position in life in the context of the culture and value systems in which they live and in relation to their goals, expectations, standards and concerns” (2022). The purpose of this evidence-based practice review is to examine the relationship between SOT and QOL in transplant patients. Nurses or other healthcare providers can use this information to provide more competent and holistic care for this vulnerable patient population. "
Optimization of Lactose-Functionalized Poly(amidoamine) Dendrimer Synthesis,"Field, Cameren; Cloninger, Mary","Glycopolymers have been previously shown to regulate multivalent galectin-3 mediated processes in cancer progression including in vitro homotypic cancer cellular aggregation/tumor formation, cancer cellular migration, angiogenesis, proliferation, and apoptosis. The objective of this research is to develop multivalent synthetic frameworks that bind to galectin-3 and inhibit its anti-apoptotic biochemical pathway in SKOV-3 and OVCAR-3 ovarian cancer cell lines, thus preventing platinum chemotherapy agent resistance. Herein is the reported data for designing a high-yielding synthesis of lactose-functionalized poly(amidoamine) dendrimers (PAMAMs), which are intended to effectively bind to galectin-3, and thereby allow platinum-induced apoptosis. The target lactose functionalized PAMAM has been synthesized. ¹H NMR spectral data for synthetic intermediates for progress toward the target carbohydrate molecule confirm the success of the reaction pathway. Efficacy of the lactose functionalized PAMAMs is currently being tested in cell-based assays. "
Stem Cell Therapy for Treatment of Lower Back Pain Due to Degenerative Disk Disease: A Systematic Review,"Stigen, Tristan; Schafer, Gerald","Objective: To review current literature concerning the effectiveness of stem cell therapy for individuals that suffer from lower back pain (LBP) due to degenerative disc disease (DDD). Methods: The literature for this systematic review was gathered through PubMed, CINAHL, and Google Scholar. All articles were assessed for the effectiveness of stem cell therapy for individuals with LBP due to DDD. Results: Most participants in the five studies using stem cell therapy on humans saw favorable results that included improvements in pain, quality of life, range of motion, and decrease in disc provocation. The other two studies involving rabbits showed favorable results for the success that stem cells had in cell fusion as well as improvement in degenerated intervertebral discs (IVD). Conclusions: The use of stem cell therapy showed improvement in patients that suffer from LBP due to DDD. MeSH keywords: stem cell therapy; degenerative disc disease; lower back pain. "
How To Support a Survivor,"Graham, Sarah; Lundberg, Madison; Cherry, Tarryn; Lynch, Mara; Rausch, Emma; Phillip, Henry; Nouh, Ibrahim; Parsley, Kelly","Sexual assaults happen on every college campus; however despitehigh occurrences, reporting rates assaults are relatively low. “studies have found that only 0% to 5.3% survivors made a formal grievance through university reporting procedures (Fisher et al., 2003; Lindquist et al., 2013). Similarly, 0% to 17.8% of survivors sought help from SACs or women’s centers on campus (Krebs, Lindquist, Warner, Fisher & Martin, 2007; Nasta et al., 2005; Wolitzky-Taylor et al., 2011).” (Holland & Cortina. page 51). Survivors shared four reasons for not reporting: 1. a lack of resources in one’s community; 2. affordability included the costs of care. 3. accessibility barriers occurred when reporting options and/or resources were available, but survivors could not use them (e.g., lack time or transportation) or did not know enough to use them; 4. acceptability or feelings, beliefs, and responses that made it feel as if it was unacceptable to use supports, (e.g., feelings of embarrassment, shame, and self-blame, fearing backlash from their community, worrying about confidentiality). (Holland & Cortina. page 52). Students in Public Health Practice and Theories (PH333) began work to ensure survivors at Carroll felt more supported. They completed an academic literature reveiw on how peer support can help a survivor of sexual assault, harassment, and discrimination. In addition, they conducted 13 interviews of Carroll Students, two focus groups, and environmental scans of the Carroll College Website and of the app called Reach out Editions to scan for usability, accuracy, and Catholic appropriateness. "
The Effect of Music Therapy on Cancer Pain,"Bennett, Elizabeth; Resch, Jacob; Kukulski, Melissa; Burkholder, Stephanie","Every year, 1.6 million people are diagnosed with cancer in the United States (National Center for Chronic Disease Prevention and Health Promotion, 2020). Cancer is known to cause immense pain in patients which can be detrimental to their quality of life. “Fifty percent of all cancer patients suffer pain…75% among those with advanced cancer” (Fernando et al., 2019) .Long term impacts on mood, mental health, cognitive processes, and physical functioning can result from inadequately treated pain (American Music Therapy Association, 2005). Cancer can occur almost anywhere in the body and is a disease of the genes in cells of our body (National Cancer Institute, 2021). Cancer is a chronic disease which results in pain for long periods of time. Music therapy uses interventions such as listening to live music, music-associated relaxation, music-guided imagery, singing and chanting, songwriting, and instrument playing to relieve pain (American Music Therapy Association, 2005). The purpose of this Evidence-Based Brief is to examine the use of music therapy for pain management in cancer patients. The use of music therapy will be compared with the results of those not using music therapy for pain control. Nurses have the responsibility to utilize all possible interventions in order to alleviate the pain of their patients. Pain is often not reduced by pharmacological interventions alone, and nonpharmacological interventions are useful in providing holistic care. Nurses can use this information to advocate for their patients and implement the use of different intervention for pain control. "
"How Osteopathic Manipulation Treatment Interventions Affect Headache Disorders, A Systematic Review","Jones, Amber; Schafer, Gerald","Objective: To review articles concerning the effectiveness of Osteopathic Manipulation Treatment (OMT) intervention on various types of headache disorders. Methods: Literature was gathered through PubMed and Google Scholar and assessed for the effectiveness of OMT interventions on headache disorder symptoms. The interventions include OMT, and Spinal Manipulation (SMT), a branch of OMT. Results: The majority of the literature supported the use of OMT for reducing the prevalence and intensity of multiple headache disorders. Conclusion: OMT interventions show promising results for patients who struggle with headache disorders, in terms of increasing quality of life, and reducing the amount of time with pain. "
Artificial Nipple Use and Breastfeeding Patterns,"Portmann, Grace; Cooney, Jill; Kukulski, Melissa; Burkholder, Stephanie","The Centers for Disease Control and Prevention (2021) identifies that “One of the most highly effective preventive measures a mother can take to protect the health of her infant is to breastfeed.” Infants who are breastfed are seen to have a lower risk of developing many conditions later in life including asthma, obesity, type I diabetes, and ear infections to name just a few (CDC, 2021). The mother also receives benefits as well such as lower rates of some cancers. Acknowledging the benefits that breastfeeding offers both the infant and the mother, it can be understood why it is imperative that it is established and maintained following birth when possible. The World Health Organization recommends that infants are exclusively breastfed for 6 months and then continued to be breastfed for up to 2 years with complementary foods (2022); however, many factors contribute to the success of breastfeeding, with one factor in particular that has been associated with potentially having an influence on how well infants continue to breastfeed. That factor is the use of artificial nipples. In this case, artificial nipples refer to pacifiers or bottles used throughout infancy. The purpose of this review is to determine whether artificial nipple use in infancy truly has a significant influence on an infant’s breastfeeding patterns. Nurses can use the information gathered from this review to educate mothers on the use of artificial nipples. Mothers and caregivers can then be more informed on whether or not to introduce their infant to products such as bottles or pacifiers. "
The Will to Change: Understanding the Political Conversion of Benito Mussolini,"Bills, Shae; Pavlakis, Dean","The fascist Duce, Benito Mussolini, is well known for his role as Dictator of Italy and for his alliance with Nazi Germany during World War Two. However, Mussolini was once a poor young boy who lived in a small Italian village with his Catholic mother and socialist revolutionary father. In his young adult years he adopted many of the socialist beliefs of his father and began his political career as a journalist and editor for several socialist newspapers. Then the catastrophe struck with the First World War and Mussolini was expelled from the socialist party for his pro-war political position. In 1919, Mussolini formed the Fasci Italiani di Combattimento and began to gain support from nationalists across Italy seeking political stability and control. Then, in 1922 Mussolini and his fascist party took over the Italian government during their March on Rome, thus beginning the two decade rule of the Duce. In this presentation I will be sharing my research on why Mussolini transformed from an avid socialist into the leader of the fascist movement, effectively shifting from the radical left to the radical right in a matter of years. "
Hormonal Contraceptives and the Risk of Breast Cancer,"Putnam, Emma; Hoke, Kylee; Burkholder, Stephanie; Kukulski, Melissa","A diagnosis of breast cancer (BC) is a scary event in one’s life, leading many with the diagnosis to examine their previous and current risk factors for the disease. Given the wide use of hormonal contraceptives (HC) by women, the link between the use of HC has been studied as a possible risk factor in the development of BC. In the United States, there are more than 3.8 million women who have been diagnosed with breast cancer (American Society of Clinical Oncology, 2021). The National Cancer Institute identifies BC as the number one cancer diagnosed in women (2020). BC has the potential to not only affect breast tissue, but to alter a woman's self-concept and quality of life. HCs can be administered in a variety of routes and work by altering the female’s ovulation and menstrual cycles. Each type of HC presents different benefits/risks to consumers. The purpose of this Evidence Based Practice Review is to examine published literature regarding HCs in women of childbearing age and their risk of developing BC. Women who use HCs will be compared to those who don’t, to determine this potential risk. Healthcare providers can use this information to encourage or discourage the use of HCs, or alter HC education to patients. If there is a link between the use of HCs and the development of BC, the relationship must be understood to inform users of HCs about the risk and to ensure women are properly screened for the disease. "
Insects of the Sevenmile Creek Restoration Site: More Than Yellowjackets and Mosquitoes,"Sater, Shane; Hokit, Grant","Insects play an incredible variety of essential roles in all ecological systems. However, they are often underappreciated and poorly known by the public, except for the handful of species that regularly conflict with humans, such as yellowjackets and mosquitoes. Meanwhile, several recent studies suggest that we may be rapidly losing insect biodiversity worldwide. Between 2017 and 2022 I observed and identified 192+ species of insects on the Sevenmile Creek restoration site near Helena, Montana and reviewed the literature for life history information about each. Here I share a selection of some of the most fascinating insects I encountered during my research. "
