title,author,abstract
Finding Meaning in Our Suffering: A Quest for Knowledge by Julian of Norwich and Primo Levi,"Everest, Cerena; Greiner, Katherine","Why do human beings suffer? Julian of Norwich’s Revelations of Divine Love and Primo Levi’s Survival in Auschwitz shed light on how suffering shapes an individual’s humanity without completely defining it. Revelations of Divine Love explores Julian’s afflictions and the revelations she receives from God, as well as how she learns to embrace suffering as a way to hold on to her humanity and to the steadfast love of Christ. In Survival in Auschwitz, Primo Levi details the gruesome journey he underwent as a prisoner in Auschwitz. Levi’s quest for survival amidst the harsh and dehumanizing conditions of the camp led him to witness the capabilities of human nature when stripped down to its bare, primordial state- profound acts of kindness alongside horrific acts of greed and selfishness. Ultimately, Levi endures suffering and holds onto his humanity because he presses in to the shared experiences and mutual understanding of what his fellow prison mates are going through. Both authors show that although suffering is an inevitable part of the human condition, it is not something that we have to walk through alone. They each come to befriend suffering as Julian of Norwich experiences a truer sense of love found in Christ and Primo Levi experiences a deeper love for human beings. "
Re-examining Social Capital in Putnam’s Italy: A Reconstruction of Putnam’s Civic and Clerical Indices,"Gallardo, Vicente; Johnson, Jeremy","In his book “Making Democracy Work” Robert Putnam details his decades long experiment in the Italian regions that revolutionized political science. In 1973 the Italian government reformed its regional governments, giving many of the regions the same government structure, similar budgets, and overall implemented a standard governing structure across the regions of Italy. Putnam and his colleagues saw reformation as a unique opportunity to observe the non-political factors that affect government performance, since the structure of the government had theoretically become a constant variable. They discovered a wealth of information and utilized cutting edge statistical methods to measure the efficiency of government and the factors that influence it. These extensive observations resulted in the core discovery of what, to Putnam and his collaborators, ‘made democracy work’: the civic community.” I reconstructed Putnam’s Civic Community Index with similar factors to the ones he utilized: preference voting, referendum turnout, newspaper readership, and scarcity of associations. This index was used in a similar manner to Putnam and was measured against other recreated indices to observe what Putnam called “clericalism.” The reconstructed index incorporates news readership, church attendance, percentage of religious weddings, and percentage of religious divorces. This information is available through the official statistics branch website of the Italian government. "
"Board Wars: The History of Skateboarding in Billings, Montana","Kraft, Duncan; Pavlakis, Dean","Skateboarding and boundaries have never mixed well. Unlike conventional sports, which are confined to a field or court, Skateboarding can be found anywhere their four wheels can take them. Once Skateboarding made its way to Billings, Montana, the city had to ask the question so many other communities were trying to solve: what do we do about the growth of Skateboarding? The exploration involved in Skateboarding often leads those looking to push their limits to city streets or private property. As Skateboarding grew so did the concerns of parents, public officials, and property owners. The culture war of Skateboarding was centered on how to handle the street Skateboarders who became prevalent after the Dark Age of Skateboarding in the 1980s, and the Billings city council decided the solution would be the construction of a skatepark. By utilizing interviews and other primary sources, the evolution of the conflict between Skateboarding culture and mainstream culture is brought to light. Skateboarding caused a culture war in Billings, Montana that the construction of the Downtown Skatepark in 2004 resolved only in the eyes of public officials and law enforcement but not for Skateboarders who still encounter social alienation and negative stereotypes in the schools and community. "
Providentialist Theology as a Justification for Slavery in the Civil War Era,"Gold, Greyson; Pavlakis, Dean; Dean","My research examines providentialist theology and its relation to slavery in sermons from Southern pastors in the Antebellum and Reconstruction eras. Providential justifications for slavery generally took three forms: first, the Hamitic hypothesis and Genesis arguments; second, evangelism arguments––that God ordained slavery for the evangelization of Africans; and third, mutual prosperity arguments––that God ordained slavery for the prosperity and progress of the South and the material benefit of Africans. My research specifically examines the third: Providential prosperity arguments for slavery from before and after the war and how these interpretations provided additional justification for racism amongst Southern Christians. I argue that many Southern ministers and theologians in the Antebellum and Reconstruction eras used Providential prosperity arguments to encourage and maintain a white-dominated social hierarchy. "
Process Improvement for Carroll College Conferencing Services,"Mills, Maclane; Whited, Robbie; Kedar, Roi; Dimian, Adel","We are working with Carroll College and its conferencing services to improve the current functionality, efficiency, and ease of use. There are issues with scheduling, maximizing use, revenue generation, and transparency of inventory. Through the application of the DMAIC Six Sigma methodology and other statistical tools, we aim to improve Carroll College conferencing services. "
St. Peter's Health Lifestyle Fresh Food Project,"Rodriguez, Javier; Zhang, Zheng; Boles, Madison; Merz, Matthew; Dimian, Adel","Our team is working with St. Peter’s Health to lead a sustainability project focused on growing healthy, fresh, accessible food for the Helena area. Using their unbuildable land, we will develop a fundraising strategy and a financially and ecologically sustainable model that can be replicated by others in the community. We will maximize the positive impact with the community in lifestyle healthcare terms. We will be using Six Sigma DMADV (Define, Measure, Analyze, Design, Verify) and using process designing tools to make data-driven business decisions. "
St. Peters Hospital PAR Levels Analysis,"Miller, Hayden; Baliel, Jeanette; Fiocchi, John; Schweyen, Courtney; Paldi, Brock; Dimian, Adel","Saint Peter’s Health (S.P.H.) currently has deficient supply standardization of Periodic Automatic Replenishment (P.A.R.) levels in their nursing units. This will be executed by analyzing waste levels, improving inventory tracking, and re-evaluate the current processing system to reduce the excess costs. Their current systems dealing with supply levels are negatively impacting their finances. We will be using a D.M.A.I.C.(Define, Measure, Analyze, Improve, Control) approach with process designing tools to make data-driven business decisions. The focus of this project is to find the correct P.A.R. level and processing for the nurses at Saint Peter’s Hospital by creating a process.This process will make it easier for hospital staff in terms of gathering necessary supplies for patient care and determining charged versus non-charged supplies. The end goal will result in positive annual savings to better support the staff and secondarily their patient. "
Helena Diocese A/R,"Fiocchi, Luke; Miller, Hayden; Davidson, Annie; Langton, Anthony; Dimian, Adel",No abstract
Stress Levels in Premature Infants During Bathing,"Karbowicz, Sonia; Plummer, McKenzie; Skogen, Halee; Hogue, Meagan","Premature infants are a high risk population that should be given every possible accommodation to promote safe growth and healing. Bathing is a critical aspect of care because it prevents infection and promotes recovery. Bathing can be a stressful time for infants due to the unfamiliar sensations, temperature, and separation from their caregiver. Providing a calming experience for the infant may help reduce complications that result from high stress levels. Premature infants are born before the 37th week of pregnancy (Centers for Disease Control and Prevention [CDC], 2022). Premature babies are at higher risk than term infants for serious disease, disability, and death (CDC, 2022). Routine bathing lowers the incidence rate of potential complications and was traditionally done as a tub bath or sponge bath. A tub bath consists of pouring water over the neonate when they are placed in a tub (Paran et al. 2016), while a sponge bath consists of wiping the infant with a wet sponge or towel (Peacehealth, 2022). Crying time indicates the level of discomfort and stress the infant is experiencing. The purpose of this evidence-based brief is to examine different bathing practices for premature infants and how it impacts their crying time after bathing. After this examination, some light can be shed on which bathing practice is the most calming for the infant. Nurses can utilize this information within their practice to provide lower stress experiences for premature infants, which can improve their care outcomes. "
Breastfeeding and Postpartum Depression,"Sondag, Emily; Dickerson, Hailey; Gasser, MacKenzie; Hogue, Meagan","Postpartum depression (PPD) is a serious medical diagnosis that affects many aspects of family-centered care and the health of the postpartum mother. It is a mood disorder that occurs after childbirth that goes unresolved for more than one to two weeks (Taber’s Medical Dictionary, 2021). Those with PPD can affect the outcomes for their newborn babies, their family dynamic, and their own mental health. Postpartum mothers include women who have given birth to a newborn child. They are faced with the option of breastfeeding their child as a main form of nutrition over using formula exclusively or as supplementation, in addition to breastfeeding. When these postpartum mothers make this decision, the Edinburgh Postnatal Depression Scale (EPDS) can be used to determine their severity of postpartum depression if it is present. According to the Center of Perinatal Excellence, EPDS is a screening tool that identifies a mother’s risk for PPD (2023). The purpose of this evidence-based brief is to examine the EPDS scores between mothers who chose to breastfeed and mothers who do not choose to breastfeed. The outcome of this brief synopsis may shed light on potential education that nurses can give to mothers based on their EPDS scores. Nurses or other healthcare providers can use this information to determine the effects of breastfeeding on EPDS scores. Knowing these scores and what effects them can provide context for care and education for nurses who provide patient care. "
Study on Patient Outcomes Related to the Use of Ultrasound Guided Peripheral Intravenous Device Access Compared to Insertion Without,"McGreevey, Mattie; Ripley, Sabrina; Sobolewski, Lorenzo; Hogue, Meagan","Peripheral intravenous catheter (PIVC) placement failure rates are staggeringly high and have a first-time success rate of only 65 to 86% (Frank, 2023). Placing a PIVC unsuccessfully can lead to a variety of complications. This includes infiltration of the vein, unnecessary pain for the patient, and reduction of the number of viable veins for future PIVC placement. The results of ineffectively placing an PIVC can also increase the number of central line intravenous devices placed. This is an issue because central line devices have higher rates of complications. Preventing the use of central line intravenous devices except when they are necessary is vital for best practice, and makes correctly placing PIV catheters an essential skill for nurses. A PIVC is a single-lumen catheter placed into a vein typically in an extremity with the assistance of a needle (The Royal Children’s Hospital Melbourne., n.d.). They allow for direct access to the bloodstream enabling quick administration of medication, fluids, and blood. PIV catheters are an essential tool in many healthcare settings, and placing them is a foundational nursing skill. Ultrasound-guided PIVC placement utilizes an ultrasound machine to visualize the location of veins for IV access (Frank, 2023). The purpose of this evidence-based practice review is to explore the effect of using ultrasound to reduce PIVC failure rates. By normalizing ultrasound-guided peripheral PIVC placement in healthcare settings, the failure rate of placement may be reduced. Nurses can use this information to provide care guided by evidence to improve patient outcomes and satisfaction. "
Needleless Connector Hub Disinfection,"Todd, Anna; Schuver, Chris; Michaelson, Ben; Hogue, Meagan","Infections acquired from the bacterial presence on needleless connector hubs in hospital settings are an ongoing problem in healthcare. They pose a major risk to patients; however, infections can be reduced with better standards of care. Nurses should care about this problem because it is something that nurses can easily prevent in our everyday practice and it has the potential to save lives via simple measures. Needleless connector hubs are defined as vascular access lines which can be used to infuse liquids and medications into the body without the use of a needle, such as peripheral intravenous lines or peripherally inserted central catheters (Rocha et al., 2022). Passive disinfection caps refer to specific caps for needleless connector hubs that incorporate isopropyl alcohol within them to passively disinfect the hubs when installed (Casey et al., 2018). The purpose of this evidence-based review is to examine the effects of different types of disinfecting methods on the development of vascular access-related infections, as well as recommend updates in practice according to the findings. Nurses and other healthcare providers can use this information to implement best practices in an effort to reduce the development of vascular-related infections. "
Using Chlorhexidine Gluconate Bathing to Decrease Central-Line Associated Blood Stream Infections,"Smith, Abigail; Polk, Crisha; Winslow, Allison; Hogue, Meagan","Central venous catheters are associated with central line-associated bloodstream infections (CLABSI). According to Reynolds et al. (2021), these preventable cases of CLABSI result in 28,000 deaths annually and cost the U.S. healthcare system an additional $2.3 billion. For the purpose of this review, CLABSI is defined as an infection of the bloodstream resulting from the introduction of microbial flora through central venous catheters (Centers for Disease Control and Prevention, 2019). Chlorhexidine gluconate decreases microbial flora and prevents infection risk as an antiseptic agent (Tacconelli et al., 2017). The purpose of this Evidence-Based practice review is to examine the efficacy of daily chlorhexidine gluconate-based hygiene practices on rates of CLABSI in critical care patients. The outcome of this review may provide evidence to support potential changes to healthcare practices regarding antiseptic hygiene in critical care settings. Nurses or other healthcare providers can use this information to implement infection control and prevention into their daily practice to decrease CLABSI rates among their patients. Decreasing the rates of CLABSI infections is important because central lines provide direct access to the patient’s bloodstream, allowing infectious processes to occur faster than other modes of disease transmission "
Patient-controlled Analgesia Compared to Nurse Administered Analgesia,"Sullivan, Sophia; Riordan, Tess; Beveridge, Gabrielle; Hogue, Meagan","In an in-patient care setting, patients rely on their nurses to administer analgesics to manage their pain. When considering the use of patient-controlled analgesia (PCA), the patient is given the control to manage their own pain independently. Healthcare providers should value the ability to give their patients the autonomy to manage their own pain. Patient-controlled analgesia involves a computerized pump that is attached to the patient's intravenous line or connects to a wristband. This machine allows the patient to release pain medicine either intravenously or as pills by pressing a handheld button (Johns Hopkins Medicine, 2020). Research supports the use that PCA lowers pain scores in hospitalized patients compared to nurse-administered analgesics (Pizzi et al., 2020). Studies have shown that nearly 70% of hospitalized patients experience some amount of pain which makes managing pain a priority for the nurse (Wu et al., 2020). The purpose of this Evidence-Based Practice review is to monitor patients' pain scores when their analgesic medication is administered by the nurse or by a PCA. The outcome of this brief is to examine the best nursing practice for pain medication administration during hospitalization. The end results of this research may benefit nurses or other healthcare providers to implement the best practice when it comes to managing each patient’s pain. "
"The Effect of Music Therapy Compared to Cholinesterase Inhibitor drugs in the Cognition, Symptoms, and ADLs of Those Diagnosed with Alzheimer’s Disease","Bolin, Morgan; Schafer, Gerald","Objective: To review current literature that explores music therapy as an alternative or integrated treatment for Alzheimer’s disease. Methods: Articles were found through two research databases, PubMed and CINAHL. They were then screened for information regarding music therapy and cholinesterase inhibitors as a treatment for Alzheimer’s disease. The interventions included song listening, lyric reading, and singing for the alternative therapies, and donepezil and memantine, two commonly used cholinesterase inhibitor drugs used to treat Alzheimer’s disease. Results: While the results were mixed, there was sufficient evidence in support of both music therapy and cholinesterase inhibitors as effective and admissible treatments for Alzheimer’s Disease. Conclusion: Both interventions mentioned in this review produced good evidence to suggest that, whether acting alone or in combination, they could be effective treatment options for Alzheimer’s disease. Music therapy combined with pharmaceutical treatments should be researched more to determine the best option of treatment for those who have Alzheimer’s disease. "
"Effectiveness of Cryotherapy for Delayed-Onset Muscle Soreness, a Systematic Review","Liedle, Liang; Schafer, Gerald","Objective: To review current literature regarding the effectiveness of cryotherapy treatments on Delayed-onset Muscle Soreness (DOMS) Methods: Literature was collected through CINHAL and PubMed and analyzed for the effectiveness of cryotherapy treatments on DOMS. The interventions included were whole-body cryotherapy (WBC), partial-body cryotherapy (PBC), and cold-water immersion (CWI). Results: The literature showed inconclusive results on the effectiveness of cryotherapy on DOMS. Cryotherapy was shown to be effective in reducing DOMS, compared to no treatment. However, the difference between the various interventions in decreasing muscle soreness was minimal. Conclusions: Cryotherapy has shown some positive results for DOMS, compared to no treatment. Due to cryotherapy being frequently used in athletics, the interventions reviewed in this literature need additional research to establish optimal protocols for DOMS recovery. "
How Dry Needling Affects Quality of Life in Individuals Who Are Experiencing Lower Back Pain,"Bawden, Conner; Schafer, Gerald",Objective: To review the current literature on the effectiveness of dry needling and how it affects quality of life and pain reduction in individuals experiencing lower back pain. 
Offer Me Egyptian Delights: An Exploration of Cultural Identity and Gender Performance in Antony and Cleopatra,"Williams, Nicole; Gupta, Soumitree","While it is not one of Shakespeare’s most popular plays, Antony and Cleopatra offers perhaps the greatest deal of insight into the rigid structures of Roman masculinity by juxtaposing this ideology with the fluidity of gender expression presented in Shakespeare’s imagining of Egypt. The play is rich with critical potential, offering countless insights into the structures of gender, cultural identity, and politics to such an extent that the play itself defies any attempts to form a stable reading. Antony struggles to reestablish his identity as a typical, virtuous Roman male, yet also struggles to embrace his relationship with Cleopatra and the fluidity of gender roles within their relationship. Cleopatra herself vacillates between mirroring Antony’s masculinity and embodying a highly feminine archetype, rendering a stable interpretation nearly impossible through her highly fluid performance. In this presentation, I plan to explore the ways in which the performance of gender connects to the titular lovers on an individual scale, as well as the overall political and social dynamic of Rome and Egypt. "
Fighting Fire with Fire: Examining the Decolonial Feminist Politics of Captivity and Resistance in Wide Sargasso Sea,"Williams, Nicole; Gupta, Soumitree","I examine Jean Rhys’ novel Wide Sargasso Sea (1966) to argue that a literary work cannot be considered “resistance literature” (Barbara Harlow) if it does not critique the larger forces of racism and patriarchy that support the colonial structure. Simply setting a literary work within the context of colonialism, even criticizing the colonial structure, does not necessarily make it a decolonial project. While Rhys writes a novel that takes place in colonial Caribbean society, it only becomes resistance literature when she delves into the implications of the colonial system for the lives of the characters, and their resistance towards it. The two major female characters in the novel, Christophine and Antoinette, exist within a system that seeks to bind them, and it is through Rhys’s depiction of their struggles that we see her novel transform into a critique of the colonial structure. I examine the ways that Antoinette plays into her own captivity, and the means by which she eventually frees herself of it, as well as the ways that Christophine exemplifies her own form of individual freedom despite her status as a former slave. "
"King of the Island: Caliban, Colonization, and Reclamation of Identity","Hackl, Julia; Gupta, Soumitree","Abstract: In Shakespeare’s play The Tempest, Caliban was never intended to be a central protagonist. As the enraged, rebellious, and brutish slave, railing against his master and the very island which once belonged to him, Caliban was a tool to be utilized by Prospero, and a joke for the audience to laugh at. Aimé Césaire — a prominent anti-colonial poet, activist, and co-founder of the “Négritude movement” — saw more potential in Caliban. His play A Tempest — an anti-colonial revision of Shakepeare’s play — celebrates Caliban as a hero and explores his character in a sympathetic manner. Césaire asks the audience to see Caliban’s name as something that he was not born with, but something forced upon him to further entrench him into his new role as a slave to his colonizers, and in turn, dehumanizing him. "
"Reiki Energy Healing with Animals, Does Reiki have the Potential to Strengthen the Human-Animal Bond?; A Review and Comparison of Literature to First-Hand Opinions from Reiki Practitioners","Speck, Shaylee; DeMello, Margo","Reiki energy healing as a complementary medicine is a broad and complex topic; my research specifically covers how the application of Reiki to aid in the healing of animals might have the potential to strengthen the human-animal bond. In an inductive, qualitative, and phenomenological manner, I have explored the practice of Reiki with animals by examining many testimonials and case studies in order to deduce what healing has taken place, and the potential ethical and welfare issues that could arise. Additionally, I have interviewed a few Reiki practitioners about their practice, opinions, and experiences with Reiki and animals. Various testimonials suggest that the experience of receiving Reiki for both ourselves and our animals only strengthens the already existing bond that we have with them. If it is beneficial, non-manipulative, and essentially harmless to assist individuals and their animals for their mental, emotional, spiritual, and physical healing, then I see no reason for the elimination of this alternative and natural healing modality. Until now, we have not been able to fully comprehend, nor has scientific research been able to conclude, if Reiki can strengthen the bond between humans and animals. My findings suggest that it does. Although Reiki is in part an intangible and immeasurable feeling or emotion, a similar phenomenon happens in how we experience the bond with our animals. The concept of Reiki and the human-animal bond are multidimensionally interconnected and may be uniquely qualified to bring to light. "
"How are students with exceptionalities disproportionately represented in special education, and does this impact staff shortages?","Cossairt, Jackson; Visser, Madeline; Pria, Jack; Gilboy, Kathy",No abstract
How Government Restrictions on Abortion Affect Rates of Maternal Mortality: A Systematic Review,"Koster, Kami; Schafer, Gerald",Objective. To review relevant literature comparing maternal mortality rates and how government restrictions on abortion may impact these rates. 
"I’m Here to Understand You: The Role of First, Second, and Third-Person Perspectives in Empathy","Breit, Julianna; Glowienka, Edward","Colloquially and academically, empathy has a broad meaning, ranging from mimicking emotions to so-called “mind-reading.” In an attempt to unify different philosophical, psychological, and neuroscientific approaches, Lou Agosta organized empathy literature into four different dimensions, with each dimension marking a stage of the empathetic process. He calls these dimensions empathetic receptivity, empathetic understanding, empathetic interpretation, and empathetic response. While Agosta richly explains three dimensions of the multidimensional framework, he leaves empathetic response rather undeveloped. This thesis draws on philosophical and neuroscientific research to address this gap. Emphasizing how to evaluate personal roles in empathetic settings, I propose a revised model for understanding empathy's mechanism and consider its implications for friendship and therapy. Ultimately, this thesis aims to provide helpful language for describing the empathetic process in hopes of reducing misunderstandings, emotional contagion, and compassion fatigue. "
Going Full Circle: How to Implement Circular Economy,"Rodriguez, Javier; Glowienka, Edward","In the current situation of substantial climate change that has the potential to impact our lives in the future, this presentation will address fundamental flaws of capitalism that have led us to ignore or negate these changes by focusing on financial metrics instead of sustainability metrics. A new model of Circular Economy is proposed, one in which the materials that are now what constitute waste when a product has no utility anymore are reintroduced into the production process in a systematic manner. Both utilitarian and sentimental objects will be discussed in a potential global approach and implementation of this alternative economic system. The philosophical backup for the ideas will come from John Nash’s works on Game Theory and the works of Marx, Locke, Hobbes and Rawls among other possible philosophers and ethicists. "
The Influence of Apartheid on Greater Racial Equality in the U.S.,"Worley, Reghan; Pavlakis, Dean",No abstract
Frank Lloyd Wright's Rejection of Modern Architecture,"Clark, Brady; Pavlakis, Dean","Frank Lloyd Wright is perhaps one of the most influential and well-known modern architects. Influential is certainly a justified description of Wright, yet modern is contentious. This is best shown in Wright’s utopia, the “Broadacre Project,” as he looks to create a society where the buildings reflect the natural landscape around it as well as the individual owner of the house. This evidence, as well as an exploration of the floor plans and designs of Wright, reveal that Wright might have been more opposed to the values of modern architecture, namely a rejection of uniformity and pure utility. Instead, Wright looked to make individualized spaces for his clients, combine utility with comfort, and base his designs on nature rather than the creations of humans. "
Convolution: Reading US License Plates from Multiple Perspectives,"Bathon, Jaden; Wendt, Ted","Images with characters and numbers can be too far away for the human eye to read. This research attempts to take blurry photos of license plates and give the plate number and the associated state. Last semester we were in a car driving from Kalispell back to Helena and there was a white truck swerving on the road. Because of how fast we were traveling, none of the people in the car could read the plate number to report the truck. Some of us tried to take a zoomed-in picture to try to make the plate easier to read. This made us wish there was an application that could tell us the plate number and the state. This led to training a neural network on multiple images of state license plates. These images are randomly warped and blurred to imitate multiple perspectives. This network would be a convolutional neural network that took the large pictures of the license plate and condensed them into smaller images that are the essence of a license plate. Using this condensed data the neural network can predict the plate number and the state the plate is from. To measure how accurate this model is the images will be split into a training set and a testing set the testing set will never be seen by the model. The model’s accuracy will be determined by how well it predicts the unseen data. "
Effects of Cardiac Rehabilitation on Patient Outcomes,"Wilson, Lesley; Burkholder, Stephanie; Melissa, Lewis",No abstract
Epidural Use Compared to Alternative Techniques for Labor Pain,"Trautmann, Mark; Lewis, Melissa","Annually in the United States there are about 3.5 million recorded childbirths that occur in a hospital setting. Of those, 2.5 million mothers choose epidural anesthesia as their form of pain management (Osterman et al., 2021). Epidural analgesia is a procedure done be the anesthesiology department in which medication is injected into the spinal canal to essentially numb the mother from the waist down (American Society of Anesthesiology, n.d). Although epidurals generally provide significant pain relief for laboring mothers, other less invasive techniques for pain control have been shown to be just as effective. Epidurals are associated with certain increased risks such as prolonged labor, increased risk for cesarean section, increased chance of postpartum hemorrhage, and trauma to the baby (Birth Injury Help Center, 2023). Reasons mothers choose epidurals for pain management can vary, however there is a lack of education regarding the efficacy of alternative pain management and their ability to provide pain relief. The purpose of this evidence-based review is to examine to efficacy of epidural analgesia versus alternative pain management techniques. Nurses and healthcare providers who provide education to mothers and families about these techniques when indicated, can reduce the risk of complications of labor and the cost to both the patient and the hospital can also be reduced. "
Early Integration of Palliative Care and Quality of Life in Advanced-Stage Cancer,"Younkin, Abigail; Lewis, Melissa","Despite advances in research, cancer continues to be a global health concern. In 2020 it was estimated that 1.8 million new cases of cancer would be diagnosed, with more than 600,000 predicted to succumb to the disease (National Cancer Institute, 2023). Cancer care treatment options can be complicated by an advanced-stage diagnosis. Quality of Life (QoL) is an important factor when considering treatment options. QoL is defined as the enjoyment of life and how it relates to an individual sense of well-being and the ability to carry out activities of daily living. One treatment option for patients with advanced cancer diagnoses is early palliative care (EPC) which prioritizes the management of pain and symptoms, setting goals of care, providing psychosocial support, and honoring the individual’s unique ideals related to their disease. Comparatively, standard oncological care (SOC) is another treatment option that can be pursued which generally consists of therapies aimed at targeting cancer cells with the help of a care team. The purpose of this evidence-based practice review is to determine the QoL outcomes for advanced-stage cancer patients, specifically comparing QoL ratings for those seeking EPC interventions with those who seek SOC treatments. This research aims to provide information regarding the QoL outcomes between the two groups to provide insight for providers of patients with advanced-stage diagnoses. This is also of interest to the nursing community, as nurses are often at the forefront of providing treatments to cancer patients, especially therapies and advocacy related to QoL. "
Continuous Labor Support and Cesarean Section Incidence,"Stanchfield, Kayla; Lewis, Melissa","In 2022, the rate of cesarean section delivery in the United States was 32.1% of all births in the country (Osterman, 2022). A cesarean section is an incision made in a mother’s abdomen and uterus to deliver a baby when it is determined to be safer than a vaginal birth (Johns Hopkins, 2023). Cesarean sections are associated with increased risks to maternal fertility, infection, hemorrhage, thromboembolic events, and hysterectomy (Keag, 2018). The Association of Women’s Health, Obstetric and Neonatal Nurses (AWHONN) (2021) recommends that there be a staffing ratio in perinatal units of one nurse to one laboring mother. AWHONN recommends this based as many complications may arise that can threaten the livelihood of mother and baby; adequate staffing is required to recognize early signs of complications, as well as to provide emotional support to laboring mothers. Methods to reduce stress including continuous support by a clinician, a positive birth environment, and social support have been shown to reduce labor stress and support endogenous oxytocin release, promoting a physiologic birth (Walter et al., 2021). The purpose of this Evidence-Based Practice review is to determine if there is an association between continuous support by a healthcare professional during the labor process and the risk of cesarean section. It is important to understand how continuous care could influence cesarean section risk to avoid an unnecessary invasive procedure that can have negative outcomes for mother and baby, and how nurses can fit into the role of one-to-one support providers. "
Delayed Cord Clamping in Newborns and Anemia,"Robb, Alexus; Lewis, Melissa","Anemia in infancy can lead to an array of issues with growth and development. According to Tiruneh et al. (2020), the prevalence of anemia in the newborn population is 25% worldwide. Anemia is caused by a lack of oxygen carrying red blood cells, which starves the body of oxygen. Prolonged anemia during development has been linked to various alterations in physical maturation and neurodevelopment. Researchers have hypothesized that umbilical cord clamping methods during delivery can play a critical role in developing anemia in infants. Furthermore, researchers offer ideas about the benefits of increased hemoglobin, hematocrit, and iron related to the use of delayed cord clamping (DCC) can last up to 6 months for term infants, as well as additional benefits for preterm infants. DCC involves clamping the umbilical cord after at least 60 seconds but up to 10 minutes of life. In comparison, early cord clamping (ECC) is characterized by the provider clamping the umbilical cord immediately upon delivery. Based on this information, the purpose of this Evidence Based Practice review is to determine the efficacy of DCC versus ECC in reducing anemia in infants. This simple and cost-effective measure is thought to significantly reduce the risk of anemia in infancy, and its following complications. Although the benefits of DCC versus ECC have been substantiated, the practice has not been fully adopted. Nurses will be able to help educate and spread awareness of this simple practice with expectant parents and practitioners alike. "
Breastfeeding and Neonatal Abstinence Syndrome,"Lovingood, Julia; Lewis, Melissa","An estimated three million people in the US are currently or have previously suffered from opioid use disorder (Azadfard et al., 2022), and pregnant women are not immune to this misuse problem. Nearly 7% of women in 2019 self-reported using prescription opioids during pregnancy (Centers for Disease Control and Prevention, 2022). This has led to an uptick in the incidence of neonatal abstinence syndrome (NAS), which results following the cessation of exposure to substance(s) to which the fetus was exposed in-utero (Center for Substance Abuse Treatment, 2005). In 2018, approximately seven newborns were diagnosed with NAS for every 1,000 hospital births (Hirai et al., 2021). Neonates with NAS showed an increased length of hospitalization, which is associated with increased healthcare costs and poor bonding between the mother and neonate (Lean et al., 2018). Breastfeeding has the ability to strengthen bonding, and oxytocin released during lactation helps stimulate emotional connection between the mother and child (World Health Organization, 2009). The American Academy of Pediatrics and the Academy of Breastfeeding Medicine have developed breastfeeding recommendations in the NAS population. Despite these recommendations, successful breastfeeding in the NAS population is still quite low. The purpose of this Evidence-Based Practice brief is to review literature to determine if breastfeeding has an effect on length of hospital stay in neonates with NAS. Ultimately, the aim of this brief is to elucidate findings on this matter and help generate recommendations for best practice for nurses caring for newborns with NAS. "
Pregnancy Outcomes Related to COVID-19,"Rietmann, Annika; Lewis, Melissa","Starting in late 2019, COVID-19 began to spread rapidly through the United States. This stretched our healthcare system thin and healthcare providers were left with questions on how to treat vulnerable populations, including pregnant women. COVID-19 is primarily a respiratory illness but has shown to negatively affect other body systems as well (Centers for Disease Control and Prevention, (2022b). From January 2020 to July 2022, a total of 225,656 pregnant women had COVID-19 during gestation. The U.S Government and Accountability office (2022) reported that 25% of maternal deaths were due to COVID-19 in 2020 and 2021. This Evidenced-Based Practice (EBP) review is comparing maternal complications of women who were infected with COVID-19 while pregnant to women who did not get the illness during gestation. Complications of pregnancy include preterm labor, miscarriage, postpartum hemorrhage, sepsis, and even death. EBP allows healthcare providers to give top quality care. If nurses understand what complications women are at risk for if infected with COVID-19, labor and delivery teams may be better prepared for complications that may arise. "
Perineal Massage and Reduction in Perineal Trauma During Vaginal Delivery,"Booth, Jane; Hogue, Meagan; Lewis, Melissa","During vaginal childbirth, the region between the vulva and the anus, also known as the perineum, is susceptible to trauma due to stretching and tearing as the baby's head emerges, often resulting in lacerations, especially for nulliparous women, women who’ve never given birth before. Furthermore, episiotomies are procedures that are often performed during vaginal childbirth in which a surgical incision is made from the vagina into the perineum to attempt to prevent tissue rupture and help with difficult or fast births. Unfortunately, these often result in further tearing, more blood loss, infection, and postpartum pain (Ramar and Grimes, 2022). As for incidence, vaginal deliveries in the United States totaled 2,486,856 in 2021 (CDC, 2023). Over 85% of women that deliver vaginally experience some degree of laceration and/or episiotomy, increasing to 90.4% for those that are nulliparous or primiparous (Smith, 2013). Perineal massage (PM) is an intervention that can be performed during pregnancy to prepare the perineum for childbirth by stretching and softening the tissues in the perineum, making it more flexible and reducing the risk of trauma during delivery (Ramar and Grimes, 2022). The purpose of this evidenced based practice review is to examine the effects of PM compared to no PM on nulliparous/primiparous women delivering vaginally. Nurses or other healthcare providers can use this information to see if perineal massage is a beneficial intervention that can improve health outcomes in women during childbirth and reduce the incidence of perineal trauma. "
